Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      11             __gnu_cxx::__alloc_traits<std::allocator<stats> >::allocate(std::allocator<stats>&, unsigned long) <cycle 2> [331]
                0.00    0.00      11             __gnu_cxx::__enable_if<!std::__is_scalar<stats>::__value, void>::__type std::__fill_a<stats*, stats>(stats*, stats*, stats const&) <cycle 2> [334]
                0.00    0.00      10             double* std::__uninitialized_copy<true>::__uninit_copy<double*, double*>(double*, double*, double*) <cycle 2> [335]
                0.00    0.00      10             std::_Niter_base<__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > >(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >) <cycle 2> [338]
                0.00    0.00       3             std::vector<bool, std::allocator<bool> >::begin() <cycle 2> [352]
                0.00    0.00       1             __libc_csu_init <cycle 2> [369]
                0.00    0.00       1             stats* std::uninitialized_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&) <cycle 2> [368]
                0.00    0.00       1             void std::__make_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator> >(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator>) <cycle 2> [367]
                0.00    0.00       1             std::vector<double, std::allocator<double> >::push_back(double const&) <cycle 2> [366]
                0.00    0.00       1             std::_Vector_base<stats, std::allocator<stats> >::_Vector_impl::~_Vector_impl() <cycle 2> [363]
                0.00    0.00       1             std::_Vector_base<stats, std::allocator<stats> >::_Vector_base() <cycle 2> [364]
-----------------------------------------------
                                                 <spontaneous>
[2]     46.9    0.00    0.14                 LoadMap(char const*, std::vector<bool, std::allocator<bool> >&, int&, int&) [2]
                0.01    0.13     470/470         GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
                0.00    0.00     470/990         std::vector<Experiment, std::allocator<Experiment> >::~vector() [75]
                0.00    0.00     940/12333462     stats::stats(stats const&) <cycle 2> [217]
                0.00    0.00     940/12333462     _fini <cycle 2> [22]
                0.00    0.00     470/12333462     stats::stats() <cycle 2> [223]
                0.00    0.00  101602/3505047     std::vector<bool, std::allocator<bool> >::capacity() const [190]
                0.00    0.00    1410/56666       xyLoc* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, xyLoc>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, std::allocator<xyLoc>&) [205]
                0.00    0.00     470/470         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [299]
                0.00    0.00     470/470         std::vector<int, std::allocator<int> >::begin() const [302]
-----------------------------------------------
                                 468             GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
                0.01    0.13     470/470         LoadMap(char const*, std::vector<bool, std::allocator<bool> >&, int&, int&) [2]
[3]     46.9    0.01    0.13     470+468     GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
                0.03    0.04 4277940/12333462     std::vector<State*, std::allocator<State*> >::empty() const <cycle 2> [189]
                0.01    0.03 4478877/6995068     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.01  696642/1452935     GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.00    0.01  100192/103837      std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool) [28]
                0.00    0.00   72716/349119      std::vector<xyLoc, std::allocator<xyLoc> >::begin() [26]
                0.00    0.00   72246/72246       std::_Vector_base<State*, std::allocator<State*> >::_Vector_base() [40]
                0.00    0.00   72246/72246       std::_Vector_base<State*, std::allocator<State*> >::~_Vector_base() [42]
                0.00    0.00   72716/276873      std::vector<xyLoc, std::allocator<xyLoc> >::push_back(xyLoc const&) [31]
                0.00    0.00   71778/71778       std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::~_Vector_impl() [48]
                0.00    0.00     470/470         void std::push_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, StateComparator>(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, StateComparator) [64]
                0.00    0.00     470/12333462     void std::pop_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, StateComparator>(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, StateComparator) <cycle 2> [296]
                0.00    0.00  171970/1989878     std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) <cycle 1> [174]
                0.00    0.00     940/409230      std::vector<State*, std::allocator<State*> >::resize(unsigned long, State*) [156]
                0.00    0.00 4348778/6642336     std::_Bit_iterator_base::_M_bump_down() [187]
                0.00    0.00 1512888/3505047     std::vector<bool, std::allocator<bool> >::capacity() const [190]
                0.00    0.00  480840/480840      PrepareForSearch(std::vector<bool, std::allocator<bool> >&, int, int, char const*) [192]
                0.00    0.00  480840/480840      GetIndex(xyLoc) [193]
                0.00    0.00   72248/72248       __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [202]
                0.00    0.00   72246/72246       std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [203]
                                 468             GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
-----------------------------------------------
                                   2             std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                                   3             std::vector<bool, std::allocator<bool> >::begin() <cycle 2> [352]
                              349121             std::vector<xyLoc, std::allocator<xyLoc> >::insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [191]
                             4907978             std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
                             8557788             std::vector<State*, std::allocator<State*> >::empty() const <cycle 2> [189]
                0.00    0.00       3/12333462     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [169]
                0.00    0.00     936/12333462     std::vector<stats, std::allocator<stats> >::insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [82]
                0.00    0.00    3645/12333462     std::vector<bool, std::allocator<bool> >::insert(std::_Bit_iterator, unsigned long, bool const&) [70]
                0.00    0.00   49620/12333462     bool __gnu_cxx::operator==<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > const&, __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > const&) [53]
                0.00    0.00   50554/12333462     std::vector<State*, std::allocator<State*> >::push_back(State* const&) [50]
                0.00    0.00   71774/12333462     std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [44]
                0.00    0.00   72244/12333462     std::vector<State*, std::allocator<State*> >::clear() [47]
                0.00    0.00  276861/12333462     std::vector<State*, std::allocator<State*> >::size() const [32]
                0.00    0.00  276873/12333462     std::vector<xyLoc, std::allocator<xyLoc> >::push_back(xyLoc const&) [31]
                0.00    0.00  530466/12333462     std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool) [28]
[4]     38.0    0.07    0.04 15147868         std::vector<xyLoc, std::allocator<xyLoc> >::_M_insert_aux(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [4]
                0.01    0.03 8557793/8912936     std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
                0.00    0.00  144488/1125660     std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [38]
                0.00    0.00   54659/314770      std::vector<State*, std::allocator<State*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, State* const&) [56]
                0.00    0.00       1/348647      std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [194]
                               71778             std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
-----------------------------------------------
                             15199979             std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [5]
                0.02    0.00 6464618/15199979     std::_Bit_const_iterator::operator*() const [11]
                0.03    0.00 8735361/15199979     std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
[5]     19.0    0.06    0.00 15199979+15199979 std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [5]
                             15199979             std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [5]
-----------------------------------------------
                0.00    0.00    9100/6995068     stats::ValidatePath(int, int, std::vector<bool, std::allocator<bool> > const&) <cycle 2> [66]
                0.00    0.00   50096/6995068     Experiment::GetStartY() const [57]
                0.00    0.00   71778/6995068     return_path(State*, std::vector<xyLoc, std::allocator<xyLoc> >&) [19]
                0.00    0.01  888660/6995068     __static_initialization_and_destruction_0(int, int) [17]
                0.00    0.01 1496557/6995068     GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.01    0.03 4478877/6995068     GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
[6]     18.4    0.01    0.04 6995068         std::vector<bool, std::allocator<bool> >::size() const [6]
                0.01    0.02 6464602/6464612     std::_Bit_const_iterator::operator*() const [11]
                0.01    0.00 6464602/6464766     std::_Bit_const_iterator::operator++() [25]
-----------------------------------------------
                               71774             std::vector<State*, std::allocator<State*> >::max_size() const <cycle 2> [204]
                               72246             std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) <cycle 2> [61]
                0.00    0.00      11/12333462     std::vector<State*, std::allocator<State*> >::begin() const [162]
                0.00    0.00      11/12333462     std::vector<State*, std::allocator<State*> >::end() const [161]
                0.00    0.00      44/12333462     void std::__push_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, long, State*, __gnu_cxx::__ops::_Iter_comp_val<StateComparator> >(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, long, long, State*, __gnu_cxx::__ops::_Iter_comp_val<StateComparator>) [152]
                0.00    0.00   72248/12333462     std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [45]
                0.00    0.00   72248/12333462     std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [46]
                0.00    0.00  144496/12333462     std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [39]
                0.00    0.00  204615/12333462     __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >::operator*() const [36]
                0.00    0.00  204615/12333462     std::allocator<unsigned long>::~allocator() [37]
                0.01    0.01  697294/12333462     std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [20]
                0.01    0.01 1132281/12333462     std::_Vector_base<State*, std::allocator<State*> >::_M_deallocate(State**, unsigned long) [12]
[7]     18.3    0.00    0.05 2671883         std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                0.00    0.04       2/2           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [9]
                0.01    0.00 1132281/1540795     std::vector<State*, std::allocator<State*> >::begin() [23]
                0.00    0.00 1132281/5400161     std::vector<State*, std::allocator<State*> >::insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) [24]
                0.00    0.00  204615/7430415     std::_Bit_iterator_base::_M_bump_up() [13]
                0.00    0.00       8/8912936     std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
                0.00    0.00       2/6464612     std::_Bit_const_iterator::operator*() const [11]
                0.00    0.00       2/314770      std::vector<State*, std::allocator<State*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, State* const&) [56]
                0.00    0.00      11/11908       __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [214]
                0.00    0.00       2/2           std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_M_get_Tp_allocator() const [358]
                0.00    0.00       2/6           __gnu_cxx::__ops::_Iter_comp_iter<StateComparator> __gnu_cxx::__ops::__iter_comp_iter<StateComparator>(StateComparator) [341]
                                  55             std::_Bit_iterator std::__copy_move_backward_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) <cycle 2> [322]
                                  44             std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) <cycle 2> [61]
                                   6             std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
                                   2             std::vector<xyLoc, std::allocator<xyLoc> >::_M_insert_aux(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [4]
                                   2             std::vector<xyLoc, std::allocator<xyLoc> >::_M_erase_at_end(xyLoc*) <cycle 2> [179]
-----------------------------------------------
                0.00    0.00      12/164         State** std::__copy_move_a2<false, State**, State**>(State**, State**, State**) [34]
                0.02    0.02     152/164         void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [9]
[8]     15.9    0.02    0.03     164         std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [8]
                0.03    0.00 6464766/7430415     std::_Bit_iterator_base::_M_bump_up() [13]
                0.00    0.00     164/176         std::_Bit_iterator_base::operator!=(std::_Bit_iterator_base const&) const [318]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
[9]     14.7    0.00    0.04       2         void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [9]
                0.02    0.02     152/164         std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [8]
                0.00    0.00     152/6464766     std::_Bit_const_iterator::operator++() [25]
                0.00    0.00     152/6642336     std::_Bit_iterator_base::_M_bump_down() [187]
-----------------------------------------------
                                   5             std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
                0.00    0.00       1/8912936     std::vector<xyLoc, std::allocator<xyLoc> >::end() [182]
                0.00    0.00       3/8912936     __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >::__normal_iterator(State** const&) [181]
                0.00    0.00       3/8912936     void __gnu_cxx::__alloc_traits<std::allocator<xyLoc> >::construct<xyLoc>(std::allocator<xyLoc>&, xyLoc*, xyLoc const&) [180]
                0.00    0.00       8/8912936     std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                0.00    0.00      12/8912936     State** std::__copy_move_a2<false, State**, State**>(State**, State**, State**) [34]
                0.00    0.00  355116/8912936     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) <cycle 2> [41]
                0.01    0.03 8557793/8912936     std::vector<xyLoc, std::allocator<xyLoc> >::_M_insert_aux(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [4]
[10]    14.3    0.01    0.03 8912936+5       std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
                0.03    0.00 8735361/15199979     std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [5]
                0.00    0.00       5/5           std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [345]
                                   5             std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [10]
-----------------------------------------------
                0.00    0.00       1/6464612     std::vector<xyLoc, std::allocator<xyLoc> >::end() [182]
                0.00    0.00       2/6464612     std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                0.00    0.00       3/6464612     std::vector<xyLoc, std::allocator<xyLoc> >::_M_erase_at_end(xyLoc*) <cycle 2> [179]
                0.00    0.00       4/6464612     std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) <cycle 1> [174]
                0.01    0.02 6464602/6464612     std::vector<bool, std::allocator<bool> >::size() const [6]
[11]    11.5    0.01    0.02 6464612         std::_Bit_const_iterator::operator*() const [11]
                0.02    0.00 6464618/15199979     std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [5]
-----------------------------------------------
                                                 <spontaneous>
[12]    10.9    0.00    0.03                 std::_Vector_base<State*, std::allocator<State*> >::_M_deallocate(State**, unsigned long) [12]
                0.01    0.01 1132281/12333462     std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                0.01    0.01  903384/12333462     std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
-----------------------------------------------
                0.00    0.00     470/7430415     double* std::__copy_move_backward_a2<false, double*, double*>(double*, double*, double*) [146]
                0.00    0.00     470/7430415     __gnu_cxx::new_allocator<stats>::deallocate(stats*, unsigned long) [145]
                0.00    0.00     981/7430415     ScenarioLoader::Save(char const*) <cycle 2> [140]
                0.00    0.00     981/7430415     _fini <cycle 2> [22]
                0.00    0.00  177570/7430415     State::d() [54]
                0.00    0.00  204615/7430415     std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                0.00    0.00  580562/7430415     std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [38]
                0.03    0.00 6464766/7430415     std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [8]
[13]    10.3    0.03    0.00 7430415         std::_Bit_iterator_base::_M_bump_up() [13]
-----------------------------------------------
                             1146286             GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.00    0.00   71778/1452935     return_path(State*, std::vector<xyLoc, std::allocator<xyLoc> >&) [19]
                0.00    0.01  684515/1452935     __static_initialization_and_destruction_0(int, int) [17]
                0.00    0.01  696642/1452935     GetPath(void*, xyLoc, xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [3]
[14]     6.9    0.00    0.02 1452935+1146286 GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.00    0.01 1496557/6995068     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.00  552618/12333462     std::vector<xyLoc, std::allocator<xyLoc> >::insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [191]
                0.00    0.00   72968/1989878     std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) <cycle 1> [174]
                0.00    0.00 1146286/6642336     std::_Bit_iterator_base::_M_bump_down() [187]
                             1146286             GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
-----------------------------------------------
                                                 <spontaneous>
[15]     6.1    0.00    0.02                 std::allocator<State*>::~allocator() [15]
                0.01    0.01 1132281/12333462     std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
-----------------------------------------------
                                                 <spontaneous>
[16]     6.0    0.00    0.02                 std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::_Vector_impl() [16]
                0.01    0.01  903384/12333462     std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
                0.00    0.00 1806768/5400161     std::vector<State*, std::allocator<State*> >::insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) [24]
-----------------------------------------------
                                                 <spontaneous>
[17]     5.6    0.00    0.02                 __static_initialization_and_destruction_0(int, int) [17]
                0.00    0.01  684515/1452935     GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.00    0.01  888660/6995068     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.00  204145/409230      std::vector<State*, std::allocator<State*> >::resize(unsigned long, State*) [156]
                0.00    0.00  204145/1989878     std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) <cycle 1> [174]
                0.00    0.00  888660/6642336     std::_Bit_iterator_base::_M_bump_down() [187]
                0.00    0.00  480370/3505047     std::vector<bool, std::allocator<bool> >::capacity() const [190]
-----------------------------------------------
                             1692546             std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
                                   3             std::vector<xyLoc, std::allocator<xyLoc> >::_M_erase_at_end(xyLoc*) <cycle 2> [179]
                                   6             void std::__make_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator> >(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator>) <cycle 2> [367]
                                   6             std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
                               71774             std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) <cycle 2> [61]
                               71778             std::vector<xyLoc, std::allocator<xyLoc> >::_M_insert_aux(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [4]
                0.00    0.00  276389/12333462     std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_M_deallocate(xyLoc*, unsigned long) [30]
                0.01    0.01  903384/12333462     std::_Vector_base<State*, std::allocator<State*> >::_M_deallocate(State**, unsigned long) [12]
                0.01    0.01  903384/12333462     std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::_Vector_impl() [16]
                0.01    0.01 1132281/12333462     std::allocator<State*>::~allocator() [15]
[18]     5.4    0.01    0.01 3359005+1692546 std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
                0.00    0.00  408514/408514      State** std::__copy_move_backward_a2<false, State**, State**>(State**, State**, State**) [33]
                0.00    0.00  875512/5400161     std::vector<State*, std::allocator<State*> >::insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) [24]
                0.00    0.00   71774/276389      std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::_Vector_impl() [196]
                0.00    0.00      15/15          std::vector<bool, std::allocator<bool> >::_M_check_len(unsigned long, char const*) const [326]
                0.00    0.00       6/6064        std::_Bit_iterator std::copy_backward<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [226]
                0.00    0.00       3/3           std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [357]
                             4907978             std::vector<xyLoc, std::allocator<xyLoc> >::_M_insert_aux(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc const&) <cycle 2> [4]
                               71774             std::vector<State*, std::allocator<State*> >::max_size() const <cycle 2> [204]
                             1692546             std::vector<xyLoc, std::allocator<xyLoc> >::_M_fill_insert(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, unsigned long, xyLoc const&) <cycle 2> [18]
-----------------------------------------------
                                                 <spontaneous>
[19]     4.0    0.01    0.00                 return_path(State*, std::vector<xyLoc, std::allocator<xyLoc> >&) [19]
                0.00    0.00   71778/1452935     GetSuccessors(xyLoc, std::vector<xyLoc, std::allocator<xyLoc> >&) [14]
                0.00    0.00   71778/6995068     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.00   71778/6642336     std::_Bit_iterator_base::_M_bump_down() [187]
-----------------------------------------------
                0.00    0.01  204615/204615      std::vector<xyLoc, std::allocator<xyLoc> >::operator[](unsigned long) [21]
[20]     3.7    0.00    0.01  204615         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [20]
                0.01    0.01  697294/12333462     std::vector<State*, std::allocator<State*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, unsigned long, State* const&) <cycle 2> [7]
-----------------------------------------------
                                                 <spontaneous>
[21]     3.7    0.00    0.01                 std::vector<xyLoc, std::allocator<xyLoc> >::operator[](unsigned long) [21]
                0.00    0.01  204615/204615      std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [20]
                0.00    0.00  204615/348647      std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [194]
